Id;nNodes;nEdges;h;h';
Topology [1:131];5;8;1,40;2,50;
Topology [1:132];5;8;1,40;2,50;
Topology [1:133];5;8;1,40;2,50;
Topology [1:134];5;8;1,40;2,50;
Topology [1:135];5;8;1,40;2,50;
Topology [1:136];5;8;1,40;2,50;
Topology [1:137];5;8;1,40;2,50;
Topology [1:138];5;8;1,40;2,50;
Topology [1:139];5;8;1,40;2,50;
Topology [1:140];5;8;1,40;2,50;
Topology [1:141];5;8;1,40;2,50;
Topology [1:142];5;8;1,40;2,50;
Topology [1:143];5;8;1,40;2,50;
Topology [1:144];5;8;1,40;2,50;
Topology [1:145];5;8;1,40;2,50;
Topology [1:146];5;8;1,40;2,50;
Topology [1:147];5;8;1,40;2,50;
Topology [1:148];5;8;1,40;2,50;
Topology [1:149];5;8;1,40;2,50;
Topology [1:150];5;8;1,40;2,50;
Topology [1:151];5;8;1,40;2,50;
Topology [1:152];5;8;1,40;2,50;
Topology [1:153];5;8;1,40;2,50;
Topology [1:154];5;8;1,40;2,50;
Topology [1:155];5;8;1,40;2,50;
Topology [1:156];5;8;1,40;2,50;
Topology [1:157];5;8;1,40;2,50;
Topology [1:158];5;8;1,40;2,50;
Topology [1:159];5;8;1,40;2,50;
Topology [1:160];5;8;1,40;2,50;
Topology [1:161];5;8;1,40;2,50;
Topology [1:162];5;8;1,40;2,50;
Topology [1:163];5;8;1,40;2,50;
Topology [1:164];5;8;1,40;2,50;
Topology [1:165];5;8;1,40;2,50;
Topology [1:166];5;8;1,40;2,50;
Topology [1:167];5;8;1,40;2,50;
Topology [1:168];5;8;1,40;2,50;
Topology [1:169];5;8;1,40;2,50;
Topology [1:170];5;8;1,40;2,50;
Topology [1:171];5;8;1,40;2,50;
Topology [1:172];5;8;1,40;2,50;
Topology [1:173];5;8;1,40;2,50;
Topology [1:174];5;8;1,40;2,50;
Topology [1:175];5;8;1,40;2,50;
Topology [1:176];5;8;1,40;2,50;
Topology [1:177];5;8;1,40;2,50;
Topology [1:178];5;8;1,40;2,50;
Topology [1:179];5;8;1,40;2,50;
Topology [1:180];5;8;1,40;2,50;
Topology [1:181];5;8;1,40;2,50;
Topology [1:182];5;8;1,40;2,50;
Topology [1:183];5;8;1,40;2,50;
Topology [1:184];5;8;1,40;2,50;
Topology [1:185];5;8;1,40;2,50;
Topology [1:186];5;8;1,40;2,50;
Topology [1:187];5;8;1,40;2,50;
Topology [1:188];5;8;1,40;2,50;
Topology [1:189];5;8;1,40;2,50;
Topology [1:190];5;8;1,40;2,50;
Topology [1:191];5;8;1,40;2,50;
Topology [1:192];5;8;1,40;2,50;
Topology [1:193];5;8;1,40;2,50;
Topology [1:194];5;8;1,40;2,50;
Topology [1:195];5;8;1,40;2,50;
Topology [1:196];5;8;1,40;2,50;
Topology [1:197];5;8;1,40;2,50;
Topology [1:198];5;8;1,40;2,50;
Topology [1:199];5;8;1,40;2,50;
Topology [1:200];5;8;1,40;2,50;
Topology [1:201];5;8;1,40;2,50;
Topology [1:202];5;8;1,40;2,50;
Topology [1:203];5;8;1,40;2,50;
Topology [1:204];5;8;1,40;2,50;
Topology [1:205];5;8;1,40;2,50;
Topology [1:206];5;8;1,40;2,50;
Topology [1:207];5;8;1,40;2,50;
Topology [1:208];5;8;1,40;2,50;
Topology [1:209];5;8;1,40;2,50;
Topology [1:210];5;8;1,40;2,50;
Topology [1:211];5;8;1,40;2,50;
Topology [1:212];5;8;1,40;2,50;
Topology [1:213];5;8;1,40;2,50;
Topology [1:214];5;8;1,40;2,50;
Topology [1:215];5;8;1,40;2,50;
Topology [1:216];5;8;1,40;2,50;
Topology [1:217];5;8;1,40;2,50;
Topology [1:218];5;8;1,40;2,50;
Topology [1:219];5;8;1,40;2,50;
Topology [1:220];5;8;1,40;2,50;
Topology [1:221];5;8;1,40;2,50;
Topology [1:222];5;8;1,40;2,50;
Topology [1:223];5;8;1,40;2,50;
Topology [1:224];5;8;1,40;2,50;
Topology [1:225];5;8;1,40;2,50;
Topology [1:226];5;8;1,40;2,50;
Topology [1:227];5;8;1,40;2,50;
Topology [1:228];5;8;1,40;2,50;
Topology [1:229];5;8;1,40;2,50;
Topology [1:230];5;8;1,40;2,50;
Topology [1:231];5;8;1,40;2,50;
Topology [1:232];5;8;1,40;2,50;
Topology [1:233];5;8;1,40;2,50;
Topology [1:234];5;8;1,40;2,50;
Topology [1:235];5;8;1,40;2,50;
Topology [1:236];5;8;1,40;2,50;
Topology [1:237];5;8;1,40;2,50;
Topology [1:238];5;8;1,40;2,50;
Topology [1:239];5;8;1,40;2,50;
Topology [1:240];5;8;1,40;2,50;
Topology [1:241];5;8;1,40;2,50;
Topology [1:242];5;8;1,40;2,50;
Topology [1:243];5;8;1,40;2,50;
Topology [1:244];5;8;1,40;2,50;
Topology [1:245];5;8;1,40;2,50;
Topology [1:246];5;8;1,40;2,50;
Topology [1:247];5;8;1,40;2,50;
Topology [1:248];5;8;1,40;2,50;
Topology [1:249];5;8;1,40;2,50;
Topology [1:250];5;8;1,40;2,50;
Topology [1:251];5;8;1,40;2,50;
Topology [1:252];5;8;1,40;2,50;
Topology [1:253];5;8;1,40;2,50;
Topology [1:254];5;8;1,40;2,50;
Topology [1:255];5;8;1,40;2,50;
Topology [1:256];5;8;1,40;2,50;
Topology [1:257];5;8;1,40;2,50;
Topology [1:258];5;8;1,40;2,50;
Topology [1:259];5;8;1,40;2,50;
Topology [1:260];5;8;1,40;2,50;
Topology [1:261];5;8;1,40;2,50;
Topology [1:262];5;8;1,40;2,50;
Topology [1:263];5;8;1,40;2,50;
Topology [1:264];5;8;1,40;2,50;
Topology [1:265];5;8;1,40;2,50;
Topology [1:266];5;8;1,40;2,50;
Topology [1:267];5;8;1,40;2,50;
Topology [1:268];5;8;1,40;2,50;
Topology [1:269];5;8;1,40;2,50;
Topology [1:270];5;8;1,40;2,50;
Topology [1:271];5;8;1,40;2,50;
Topology [1:272];5;8;1,40;2,50;
Topology [1:273];5;8;1,40;2,50;
Topology [1:274];5;8;1,40;2,50;
Topology [1:275];5;8;1,40;2,50;
Topology [1:276];5;8;1,40;2,50;
Topology [1:277];5;8;1,40;2,50;
Topology [1:278];5;8;1,40;2,50;
Topology [1:279];5;8;1,40;2,50;
Topology [1:280];5;8;1,40;2,50;
Topology [1:281];5;8;1,40;2,50;
Topology [1:282];5;8;1,40;2,50;
Topology [1:283];5;8;1,40;2,50;
Topology [1:284];5;8;1,40;2,50;
Topology [1:285];5;8;1,40;2,50;
Topology [1:286];5;8;1,40;2,50;
Topology [1:287];5;8;1,40;2,50;
Topology [1:288];5;8;1,40;2,50;
Topology [1:289];5;8;1,40;2,50;
Topology [1:290];5;8;1,40;2,50;
Topology [1:291];5;8;1,40;2,50;
Topology [1:292];5;8;1,40;2,50;
Topology [1:293];5;8;1,40;2,50;
Topology [1:294];5;8;1,40;2,50;
Topology [1:295];5;8;1,40;2,50;
Topology [1:296];5;8;1,40;2,50;
Topology [1:297];5;8;1,40;2,50;
Topology [1:298];5;8;1,40;2,50;
Topology [1:299];5;8;1,40;2,50;
Topology [1:300];5;8;1,40;2,50;
Topology [1:301];5;8;1,40;2,50;
Topology [1:302];5;8;1,40;2,50;
Topology [1:303];5;8;1,40;2,50;
Topology [1:304];5;8;1,40;2,50;
Topology [1:305];5;8;1,40;2,50;
Topology [1:306];5;8;1,40;2,50;
Topology [1:307];5;8;1,40;2,50;
Topology [1:308];5;8;1,40;2,50;
Topology [1:309];5;8;1,40;2,50;
Topology [1:310];5;8;1,40;2,50;
Topology [1:311];5;8;1,40;2,50;
Topology [1:312];5;8;1,40;2,50;
Topology [1:313];5;8;1,40;2,50;
Topology [1:314];5;8;1,40;2,50;
Topology [1:315];5;8;1,40;2,50;
Topology [1:316];5;8;1,40;2,50;
Topology [1:317];5;8;1,40;2,50;
Topology [1:318];5;8;1,40;2,50;
Topology [1:319];5;8;1,40;2,50;
Topology [1:320];5;8;1,40;2,50;
Topology [1:321];5;8;1,40;2,50;
Topology [1:322];5;8;1,40;2,50;
Topology [1:323];5;8;1,40;2,50;
Topology [1:324];5;8;1,40;2,50;
Topology [1:325];5;8;1,40;2,50;
Topology [1:326];5;8;1,40;2,50;
Topology [1:327];5;8;1,40;2,50;
Topology [1:328];5;8;1,40;2,50;
Topology [1:329];5;8;1,40;2,50;
Topology [1:330];5;8;1,40;2,50;
Topology [1:331];5;8;1,40;2,50;
Topology [1:332];5;8;1,40;2,50;
Topology [1:333];5;8;1,40;2,50;
Topology [1:334];5;8;1,40;2,50;
Topology [1:335];5;8;1,40;2,50;
Topology [1:336];5;8;1,40;2,50;
Topology [1:337];5;8;1,40;2,50;
Topology [1:338];5;8;1,40;2,50;
Topology [1:339];5;8;1,40;2,50;
Topology [1:340];5;8;1,40;2,50;
Topology [1:341];5;8;1,40;2,50;
Topology [1:342];5;8;1,40;2,50;
Topology [1:343];5;8;1,40;2,50;
Topology [1:344];5;8;1,40;2,50;
Topology [1:345];5;8;1,40;2,50;
Topology [1:346];5;8;1,40;2,50;
Topology [1:347];5;8;1,40;2,50;
Topology [1:348];5;8;1,40;2,50;
Topology [1:349];5;8;1,40;2,50;
Topology [1:350];5;8;1,40;2,50;
Topology [1:351];5;8;1,40;2,50;
Topology [1:352];5;8;1,40;2,50;
Topology [1:353];5;8;1,40;2,50;
Topology [1:354];5;8;1,40;2,50;
Topology [1:355];5;8;1,40;2,50;
Topology [1:356];5;8;1,40;2,50;
Topology [1:357];5;8;1,40;2,50;
Topology [1:358];5;8;1,40;2,50;
Topology [1:359];5;8;1,40;2,50;
Topology [1:360];5;8;1,40;2,50;
Topology [1:361];5;8;1,40;2,50;
Topology [1:362];5;8;1,40;2,50;
Topology [1:363];5;8;1,40;2,50;
Topology [1:364];5;8;1,40;2,50;
Topology [1:365];5;8;1,40;2,50;
Topology [1:366];5;8;1,40;2,50;
Topology [1:367];5;8;1,40;2,50;
Topology [1:368];5;8;1,40;2,50;
Topology [1:369];5;8;1,40;2,50;
Topology [1:370];5;8;1,40;2,50;
Topology [1:371];5;8;1,40;2,50;
Topology [1:372];5;8;1,40;2,50;
Topology [1:373];5;8;1,40;2,50;
Topology [1:374];5;8;1,40;2,50;
Topology [1:375];5;8;1,40;2,50;
Topology [1:376];5;8;1,40;2,50;
Topology [1:377];5;8;1,40;2,50;
Topology [1:378];5;8;1,40;2,50;
Topology [1:379];5;8;1,40;2,50;
Topology [1:380];5;8;1,40;2,50;
Topology [1:381];5;8;1,40;2,50;
Topology [1:382];5;8;1,40;2,50;
Topology [1:383];5;8;1,40;2,50;
Topology [1:384];5;8;1,40;2,50;
Topology [1:385];5;8;1,40;2,50;
Topology [1:386];5;8;1,40;2,50;
Topology [1:387];5;8;1,40;2,50;
Topology [1:388];5;8;1,40;2,50;
Topology [1:389];5;8;1,40;2,50;
Topology [1:390];5;8;1,40;2,50;
Topology [1:391];5;8;1,40;2,50;
Topology [1:392];5;8;1,40;2,50;
Topology [1:393];5;8;1,40;2,50;
Topology [1:394];5;8;1,40;2,50;
Topology [1:395];5;8;1,40;2,50;
Topology [1:396];5;8;1,40;2,50;
Topology [1:397];5;8;1,40;2,50;
Topology [1:398];5;8;1,40;2,50;
Topology [1:399];5;8;1,40;2,50;
Topology [1:400];5;8;1,40;2,50;
Topology [1:401];5;8;1,40;2,50;
Topology [1:402];5;8;1,40;2,50;
Topology [1:403];5;8;1,40;2,50;
Topology [1:404];5;8;1,40;2,50;
Topology [1:405];5;8;1,40;2,50;
Topology [1:406];5;8;1,40;2,50;
Topology [1:407];5;8;1,40;2,50;
Topology [1:408];5;8;1,40;2,50;
Topology [1:409];5;8;1,40;2,50;
Topology [1:410];5;8;1,40;2,50;
Topology [1:411];5;8;1,40;2,50;
Topology [1:412];5;8;1,40;2,50;
Topology [1:413];5;8;1,40;2,50;
Topology [1:414];5;8;1,40;2,50;
