Id;nNodes;nEdges;h;h';
Topology [1:85];5;9;1,20;2,00;
Topology [1:86];5;9;1,20;2,00;
Topology [1:87];5;9;1,20;2,00;
Topology [1:88];5;9;1,20;2,00;
Topology [1:89];5;9;1,20;2,00;
Topology [1:90];5;9;1,20;2,00;
Topology [1:91];5;9;1,20;2,00;
Topology [1:92];5;9;1,20;2,00;
Topology [1:93];5;9;1,20;2,00;
Topology [1:94];5;9;1,20;2,00;
Topology [1:95];5;9;1,20;2,00;
Topology [1:96];5;9;1,20;2,00;
Topology [1:97];5;9;1,20;2,00;
Topology [1:98];5;9;1,20;2,00;
Topology [1:99];5;9;1,20;2,00;
Topology [1:100];5;9;1,20;2,00;
Topology [1:101];5;9;1,20;2,00;
Topology [1:102];5;9;1,20;2,00;
Topology [1:103];5;9;1,20;2,00;
Topology [1:104];5;9;1,20;2,00;
Topology [1:105];5;9;1,20;2,00;
Topology [1:106];5;9;1,20;2,00;
Topology [1:107];5;9;1,20;2,00;
Topology [1:108];5;9;1,20;2,00;
Topology [1:109];5;9;1,20;2,00;
Topology [1:110];5;9;1,20;2,00;
Topology [1:111];5;9;1,20;2,00;
Topology [1:112];5;9;1,20;2,00;
Topology [1:113];5;9;1,20;2,00;
Topology [1:114];5;9;1,20;2,00;
Topology [1:115];5;9;1,20;2,00;
Topology [1:116];5;9;1,20;2,00;
Topology [1:117];5;9;1,20;2,00;
Topology [1:118];5;9;1,20;2,00;
Topology [1:119];5;9;1,20;2,00;
Topology [1:120];5;9;1,20;2,00;
Topology [1:121];5;9;1,20;2,00;
Topology [1:122];5;9;1,20;2,00;
Topology [1:123];5;9;1,20;2,00;
Topology [1:124];5;9;1,20;2,00;
Topology [1:125];5;9;1,20;2,00;
Topology [1:126];5;9;1,20;2,00;
Topology [1:127];5;9;1,20;2,00;
Topology [1:128];5;9;1,20;2,00;
Topology [1:129];5;9;1,20;2,00;
Topology [1:130];5;9;1,20;2,00;
Topology [1:131];5;9;1,20;2,00;
Topology [1:132];5;9;1,20;2,00;
Topology [1:133];5;9;1,20;2,00;
Topology [1:134];5;9;1,20;2,00;
Topology [1:135];5;9;1,20;2,00;
Topology [1:136];5;9;1,20;2,00;
Topology [1:137];5;9;1,20;2,00;
Topology [1:138];5;9;1,20;2,00;
Topology [1:139];5;9;1,20;2,00;
Topology [1:140];5;10;1,20;2,00;
