Id;nNodes;nEdges;h;h';
Topology [1:131];5;6;1,40;2,50;
Topology [1:132];5;6;1,40;2,50;
Topology [1:133];5;6;1,40;2,50;
Topology [1:134];5;6;1,40;2,50;
Topology [1:135];5;6;1,40;2,50;
Topology [1:136];5;6;1,40;2,50;
Topology [1:137];5;6;1,40;2,50;
Topology [1:138];5;6;1,40;2,50;
Topology [1:139];5;6;1,40;2,50;
Topology [1:140];5;6;1,40;2,50;
Topology [1:141];5;6;1,40;2,50;
Topology [1:142];5;6;1,40;2,50;
Topology [1:143];5;6;1,40;2,50;
Topology [1:144];5;6;1,40;2,50;
Topology [1:145];5;6;1,40;2,50;
Topology [1:146];5;6;1,40;2,50;
Topology [1:147];5;6;1,40;2,50;
Topology [1:148];5;6;1,40;2,50;
Topology [1:149];5;6;1,40;2,50;
Topology [1:150];5;6;1,40;2,50;
Topology [1:151];5;6;1,40;2,50;
Topology [1:152];5;6;1,40;2,50;
Topology [1:153];5;6;1,40;2,50;
Topology [1:154];5;6;1,40;2,50;
Topology [1:155];5;6;1,40;2,50;
Topology [1:156];5;6;1,40;2,50;
Topology [1:157];5;6;1,40;2,50;
Topology [1:158];5;6;1,40;2,50;
Topology [1:159];5;6;1,40;2,50;
Topology [1:160];5;6;1,40;2,50;
Topology [1:161];5;6;1,40;2,50;
Topology [1:162];5;6;1,40;2,50;
Topology [1:163];5;6;1,40;2,50;
Topology [1:164];5;6;1,40;2,50;
Topology [1:165];5;6;1,40;2,50;
Topology [1:166];5;6;1,40;2,50;
Topology [1:167];5;6;1,40;2,50;
Topology [1:168];5;6;1,40;2,50;
Topology [1:169];5;6;1,40;2,50;
Topology [1:170];5;6;1,40;2,50;
Topology [1:171];5;6;1,40;2,50;
Topology [1:172];5;6;1,40;2,50;
Topology [1:173];5;6;1,40;2,50;
Topology [1:174];5;6;1,40;2,50;
Topology [1:175];5;6;1,40;2,50;
Topology [1:176];5;6;1,40;2,50;
Topology [1:177];5;6;1,40;2,50;
Topology [1:178];5;6;1,40;2,50;
Topology [1:179];5;6;1,40;2,50;
Topology [1:180];5;6;1,40;2,50;
Topology [1:181];5;6;1,40;2,50;
Topology [1:182];5;6;1,40;2,50;
Topology [1:183];5;6;1,40;2,50;
Topology [1:184];5;6;1,40;2,50;
Topology [1:185];5;6;1,40;2,50;
Topology [1:186];5;6;1,40;2,50;
Topology [1:187];5;6;1,40;2,50;
Topology [1:188];5;6;1,40;2,50;
Topology [1:189];5;6;1,40;2,50;
Topology [1:190];5;6;1,40;2,50;
Topology [1:191];5;6;1,40;2,50;
Topology [1:192];5;6;1,40;2,50;
Topology [1:193];5;6;1,40;2,50;
Topology [1:194];5;6;1,40;2,50;
Topology [1:195];5;6;1,40;2,50;
Topology [1:196];5;6;1,40;2,50;
Topology [1:197];5;6;1,40;2,50;
Topology [1:198];5;6;1,40;2,50;
Topology [1:199];5;6;1,40;2,50;
Topology [1:200];5;6;1,40;2,50;
Topology [1:201];5;6;1,40;2,50;
Topology [1:202];5;6;1,40;2,50;
Topology [1:203];5;6;1,40;2,50;
Topology [1:204];5;6;1,40;2,50;
Topology [1:205];5;6;1,40;2,50;
Topology [1:206];5;6;1,40;2,50;
Topology [1:207];5;6;1,40;2,50;
Topology [1:208];5;6;1,40;2,50;
Topology [1:209];5;6;1,40;2,50;
Topology [1:210];5;6;1,40;2,50;
Topology [1:211];5;6;1,40;2,50;
Topology [1:212];5;6;1,40;2,50;
Topology [1:213];5;6;1,40;2,50;
Topology [1:214];5;6;1,40;2,50;
Topology [1:215];5;6;1,40;2,50;
Topology [1:216];5;6;1,40;2,50;
Topology [1:217];5;6;1,40;2,50;
Topology [1:218];5;6;1,40;2,50;
Topology [1:219];5;6;1,40;2,50;
Topology [1:220];5;6;1,40;2,50;
Topology [1:221];5;6;1,40;2,50;
Topology [1:222];5;6;1,40;2,50;
Topology [1:223];5;6;1,40;2,50;
Topology [1:224];5;6;1,40;2,50;
Topology [1:225];5;6;1,40;2,50;
Topology [1:226];5;6;1,40;2,50;
Topology [1:227];5;6;1,40;2,50;
Topology [1:228];5;6;1,40;2,50;
Topology [1:229];5;6;1,40;2,50;
Topology [1:230];5;6;1,40;2,50;
Topology [1:231];5;6;1,40;2,50;
Topology [1:232];5;6;1,40;2,50;
Topology [1:233];5;6;1,40;2,50;
Topology [1:234];5;6;1,40;2,50;
Topology [1:235];5;6;1,40;2,50;
Topology [1:236];5;6;1,40;2,50;
Topology [1:237];5;6;1,40;2,50;
Topology [1:238];5;6;1,40;2,50;
Topology [1:239];5;6;1,40;2,50;
Topology [1:240];5;6;1,40;2,50;
Topology [1:241];5;6;1,40;2,50;
Topology [1:242];5;6;1,40;2,50;
Topology [1:243];5;6;1,40;2,50;
Topology [1:244];5;6;1,40;2,50;
Topology [1:245];5;6;1,40;2,50;
Topology [1:246];5;6;1,40;2,50;
Topology [1:247];5;6;1,40;2,50;
Topology [1:248];5;6;1,40;2,50;
Topology [1:249];5;6;1,40;2,50;
Topology [1:250];5;6;1,40;2,50;
Topology [1:251];5;6;1,40;2,50;
Topology [1:252];5;6;1,40;2,50;
Topology [1:253];5;6;1,40;2,50;
Topology [1:254];5;6;1,40;2,50;
Topology [1:255];5;6;1,40;2,50;
Topology [1:256];5;6;1,40;2,50;
Topology [1:257];5;6;1,40;2,50;
Topology [1:258];5;6;1,40;2,50;
Topology [1:259];5;6;1,40;2,50;
Topology [1:260];5;6;1,40;2,50;
Topology [1:261];5;6;1,40;2,50;
Topology [1:262];5;6;1,40;2,50;
