Id;nNodes;nEdges;h;h';
Topology [1:81];10;18;1,76;2,82;
Topology [1:82];10;18;1,76;2,82;
Topology [1:83];10;18;1,76;2,82;
Topology [1:84];10;18;1,76;2,82;
Topology [1:85];10;18;1,76;2,82;
Topology [1:86];10;18;1,76;2,82;
Topology [1:87];10;18;1,76;2,82;
Topology [1:88];10;18;1,76;2,82;
Topology [1:89];10;18;1,76;2,82;
Topology [1:90];10;19;1,76;2,82;
Topology [1:91];10;19;1,76;2,82;
Topology [1:92];10;19;1,76;2,82;
Topology [1:93];10;19;1,76;2,82;
Topology [1:94];10;19;1,76;2,82;
Topology [1:95];10;19;1,76;2,82;
Topology [1:96];10;19;1,76;2,82;
Topology [1:97];10;19;1,76;2,82;
Topology [1:98];10;19;1,76;2,82;
Topology [1:99];10;19;1,76;2,82;
Topology [1:100];10;19;1,76;2,82;
Topology [1:101];10;19;1,76;2,82;
Topology [1:102];10;19;1,76;2,82;
Topology [1:103];10;19;1,76;2,82;
Topology [1:104];10;19;1,76;2,82;
Topology [1:105];10;19;1,76;2,82;
Topology [1:106];10;19;1,76;2,82;
Topology [1:107];10;19;1,76;2,82;
Topology [1:108];10;19;1,76;2,82;
Topology [1:109];10;19;1,76;2,82;
Topology [1:110];10;19;1,76;2,82;
Topology [1:111];10;19;1,76;2,82;
Topology [1:112];10;19;1,76;2,82;
Topology [1:113];10;19;1,76;2,82;
Topology [1:114];10;19;1,76;2,82;
Topology [1:115];10;19;1,76;2,82;
Topology [1:116];10;19;1,76;2,82;
Topology [1:117];10;19;1,76;2,82;
Topology [1:118];10;19;1,76;2,82;
Topology [1:119];10;19;1,76;2,82;
Topology [1:120];10;19;1,76;2,82;
Topology [1:121];10;19;1,76;2,82;
Topology [1:122];10;19;1,76;2,82;
Topology [1:123];10;19;1,76;2,82;
Topology [1:124];10;19;1,76;2,82;
Topology [1:125];10;19;1,76;2,82;
Topology [1:126];10;19;1,76;2,82;
Topology [1:127];10;19;1,76;2,82;
Topology [1:128];10;19;1,76;2,82;
Topology [1:129];10;19;1,76;2,82;
Topology [1:130];10;19;1,76;2,82;
Topology [1:131];10;19;1,76;2,82;
Topology [1:132];10;19;1,76;2,82;
Topology [1:133];10;19;1,76;2,82;
Topology [1:134];10;19;1,76;2,82;
Topology [1:135];10;19;1,76;2,82;
Topology [1:136];10;19;1,76;2,82;
Topology [1:137];10;19;1,76;2,82;
Topology [1:138];10;19;1,76;2,82;
Topology [1:139];10;19;1,76;2,82;
Topology [1:140];10;19;1,76;2,82;
Topology [1:141];10;19;1,76;2,82;
Topology [1:142];10;19;1,76;2,82;
Topology [1:143];10;19;1,76;2,82;
Topology [1:144];10;19;1,76;2,82;
Topology [1:145];10;19;1,76;2,82;
Topology [1:146];10;19;1,76;2,82;
Topology [1:147];10;19;1,76;2,82;
Topology [1:148];10;19;1,76;2,82;
Topology [1:149];10;19;1,76;2,82;
Topology [1:150];10;19;1,76;2,82;
